# Bright-star catalogue for hordewatch.astro: all Hipparcos stars with V <= 5.0 (1625 stars)
# Source: HYG database v4.1 (astronexus), https://raw.githubusercontent.com/astronexus/HYG-Database/main/hyg/CURRENT/hygdata_v41.csv
# HYG = Hipparcos + Yale Bright Star Catalog + Gliese; licence CC BY-SA 4.0 (http://creativecommons.org/licenses/by-sa/4.0/)
# ra_deg/dec_deg: ICRS/J2000, epoch J2000 (HYG ra hours x 15); pmra = mu_alpha* (mas/yr, x cos dec); vmag = V
# Generated by hordewatch.astro.stars.build_catalogue_from_hyg; sorted by vmag (row k = k-th brightest)
name,hip,ra_deg,dec_deg,pmra_mas_yr,pmdec_mas_yr,vmag
Angetenar,13288,42.759675,-21.004019,-39.00,-16.63,4.76
Nu Hyi,13244,42.618825,-75.066947,-33.95,-27.18,4.76
Lam Ara,86486,265.099140,-49.415587,104.28,-177.67,4.76
HIP 29997,29997,94.711575,69.319787,-1.64,-101.65,4.76
56 Ori,27750,88.110165,1.855134,-7.09,-9.91,4.76
HIP 70264,70264,215.654565,-58.459117,-47.03,17.03,4.76
56 Peg,114155,346.778085,25.468259,0.26,-33.31,4.76
HIP 52370,52370,160.558890,-64.466426,-17.75,11.27,4.76
17Phi1Cet,3455,11.047500,-10.609550,-6.96,-113.88,4.77
45 Dra,90905,278.143845,57.045599,0.32,-7.09,4.77
HIP 112519,112519,341.870670,83.153830,23.65,47.21,4.77
HIP 14382,14382,46.385070,56.705719,-13.49,70.34,4.77
34 Cyg,100044,304.446675,38.032930,-3.53,-6.88,4.77
Alshat,100310,305.165895,-12.759080,15.71,-14.63,4.77
11Rho Cap,101027,307.215060,-17.813687,-15.79,-7.66,4.77
HIP 98761,98761,300.889365,-37.940699,64.71,-85.44,4.77
17 Mon,32533,101.832630,8.037254,-23.34,-11.84,4.77
49 Ori,26563,84.721185,-7.212829,-15.00,-49.55,4.77
87 Leo,56127,172.578720,-3.003501,19.78,-17.14,4.77
26 Hya,45751,139.943265,-11.974853,-27.92,12.16,4.77
69Tau Oph,88404,270.770505,-8.180349,15.11,-37.61,4.77
40Psi Vir,62985,193.588185,-9.538994,-18.26,-19.72,4.77
28Ome Dra,86201,264.237885,68.757970,1.34,321.05,4.77
60Sig Vir,64852,199.401180,5.469869,-7.16,10.00,4.78
HIP 92024,92024,281.361975,-64.871259,32.67,-148.72,4.78
64 Eri,23231,74.982240,-12.537416,40.37,-86.89,4.78
HIP 26199,26199,83.761170,-6.002027,0.59,0.68,4.78
The Ant,47758,146.050410,-27.769471,-53.06,37.76,4.78
27 Lyn,39847,122.114445,51.506670,-60.10,-2.15,4.78
20 Cet,4147,13.252065,-1.144260,6.49,-16.29,4.78
51 Oph,85755,262.853970,-23.962643,4.91,-25.90,4.78
35 Peg,110882,336.964680,4.695664,77.29,-307.36,4.78
40 Leo,50564,154.934070,19.470914,-229.99,-214.66,4.78
32 Peg,110371,335.330580,28.330529,17.42,5.60,4.78
51 Hya,70306,215.774130,-27.754017,-201.57,-116.63,4.78
HIP 17587,17587,56.509710,63.345047,-0.94,-8.41,4.78
HIP 70104,70104,215.177385,-45.187060,37.17,-73.61,4.78
HIP 21029,21029,67.640130,16.194014,104.98,-25.14,4.78
The Oct,122,0.399240,-77.065724,-56.52,-176.95,4.78
Iot2Sco,87294,267.546300,-40.090435,3.63,-2.73,4.78
58 And,9977,32.121810,37.859077,154.22,-43.64,4.78
12 Com,60351,185.626305,25.846160,-10.75,-8.85,4.78
HIP 40274,40274,123.372990,-35.899518,-7.30,10.07,4.78
89Chi Peg,1168,3.650670,20.206702,90.66,1.88,4.79
HIP 87220,87220,267.293655,-31.703203,4.22,-7.89,4.79
HIP 41039,41039,125.632065,-48.490381,-6.28,6.81,4.79
HIP 99824,99824,303.816225,25.591957,6.90,-5.02,4.79
66 Oph,88149,270.065820,4.368615,1.78,-12.95,4.79
Eta Mus,64661,198.812400,-67.894589,-36.92,-10.63,4.79
11Kap CrB,77655,237.808050,35.657382,-8.07,-347.41,4.79
24 Cep,109400,332.451615,72.341207,33.39,3.09,4.79
HIP 45856,45856,140.236755,-62.404632,-14.29,0.20,4.79
22 Sco,80815,247.551990,-25.115224,-3.42,-26.52,4.79
9Lam Ari,9153,29.482170,23.596061,-91.51,-14.45,4.79
2 Aur,22678,73.158270,36.703187,-25.97,-3.89,4.79
Mu 1Gru,109908,333.903795,-41.346700,46.04,20.45,4.79
41Ome Boo,73568,225.527115,25.008138,-5.88,-48.60,4.80
19Xi Cas,3300,10.516215,50.512526,12.32,-6.48,4.80
HIP 69879,69879,214.499250,35.509505,4.92,14.18,4.80
68 Her,84573,259.331535,33.100100,-3.68,-5.74,4.80
50Psi2Aur,31832,99.832605,42.488877,-0.97,-55.65,4.80
Zibal,15197,48.958440,-8.819730,-3.82,45.52,4.80
30 Cyg,99639,303.325200,46.815675,13.39,1.93,4.80
57 Cyg,103089,313.311465,44.387260,11.27,-2.44,4.80
The1Mic,105382,320.190120,-40.809465,76.18,17.66,4.80
23 Com,61394,188.712855,22.629259,-57.42,28.53,4.80
65Psi Eri,23364,75.359775,-7.173965,-0.23,5.16,4.80
HIP 52502,52502,161.028870,-63.961072,-17.06,11.97,4.80
43Omi Peg,112051,340.439205,29.307641,-2.03,-19.96,4.80
53 Per,20354,65.388165,46.498878,21.41,-34.97,4.80
64Del2Tau,20542,66.023985,17.444130,109.99,-33.47,4.80
27 Hya,45811,140.120910,-9.555695,-13.42,-26.80,4.80
HIP 79881,79881,244.574595,-28.614020,-33.79,-100.59,4.80
13Sig2UMa,45038,137.598060,67.134018,12.88,-90.85,4.80
18 UMa,45493,139.047120,54.021857,49.14,59.79,4.80
34 Boo,71995,220.855680,26.527850,-13.29,-16.68,4.80
4 UMi,69112,212.212470,77.547514,-30.36,33.39,4.80
HIP 4151,4151,13.267665,61.123970,-68.45,169.72,4.80
41 Com,64022,196.794690,27.624741,33.27,-68.21,4.80
52Pi Aqr,110672,336.319260,1.377401,18.38,3.35,4.80
Elgafar,70755,217.050570,-2.227957,-140.94,-2.92,4.81
HIP 39138,39138,120.083205,-63.567456,-1.88,19.31,4.81
21 Sgr,90289,276.337665,-20.541679,8.26,-28.72,4.81
29 Vul,101867,309.630570,21.201174,74.38,-2.48,4.81
Omi Col,24659,79.371165,-34.895207,93.71,-336.53,4.81
139 Tau,28237,89.498565,25.953912,-2.85,-1.69,4.81
The Dor,24372,78.439320,-67.185255,18.18,38.96,4.81
14Eps Crt,55687,171.152460,-10.859323,-24.14,24.46,4.81
55 Cyg,102724,312.234555,46.114134,-2.92,-2.62,4.81
15 Ori,24010,77.424810,15.597232,-7.12,-16.14,4.81
HIP 47029,47029,143.765985,39.621493,-29.64,20.67,4.81
44Pi Ser,78554,240.573720,22.804454,4.57,24.04,4.82
8 And,115022,349.435980,49.015300,34.48,6.74,4.82
25 CVn,66458,204.365175,36.294898,-94.78,23.63,4.82
31 Peg,110386,335.379480,12.205186,6.21,5.54,4.82
57Sig Aqr,111123,337.661730,-10.677950,1.79,-26.26,4.82
15 CMa,33092,103.387110,-20.224254,-5.14,4.07,4.82
104 Aqr,116901,355.440855,-17.816533,13.93,0.11,4.82
HIP 31827,31827,99.819660,-14.145764,4.58,-7.00,4.82
HIP 60710,60710,186.632370,-51.450635,-31.04,-9.83,4.82
11Mu Aur,24340,78.357165,38.484498,-18.66,-72.41,4.82
HIP 9095,9095,29.291880,-47.385277,101.65,8.79,4.82
30 Oph,83262,255.265005,-4.222644,-40.28,-77.92,4.82
50Sig Ser,80179,245.518125,1.029039,-156.01,48.09,4.82
36 UMa,51459,157.656915,55.980536,-177.02,-33.45,4.82
52 Her,82321,252.309225,45.983323,22.78,-51.37,4.82
22Eta Cap,104019,316.101255,-19.854991,-39.01,-24.45,4.82
52Ups Dra,92782,283.599150,71.297192,48.59,42.11,4.82
Fafnir,90344,276.496035,65.563480,106.52,-27.07,4.82
12 Boo,69226,212.599725,25.091677,-23.02,-60.07,4.82
HIP 36773,36773,113.449845,-14.523892,-7.73,3.62,4.82
HIP 50799,50799,155.581620,-41.649960,-27.23,60.77,4.82
48Ome And,6813,21.913725,45.406687,356.99,-109.32,4.83
HIP 83574,83574,256.205640,-34.122930,1.98,-3.20,4.83
Zet Hyi,12876,41.385720,-67.616617,66.50,44.02,4.83
30 Her,80704,247.160595,41.881677,29.15,-5.51,4.83
83Eps Cet,12390,39.890970,-11.872156,172.01,-236.31,4.83
26Ups1Cas,4292,13.750725,58.972698,-32.24,-40.69,4.83
44 Boo,73695,225.947610,47.654060,-436.24,18.94,4.83
HIP 42726,42726,130.605810,-53.113984,-24.88,23.21,4.83
HIP 40945,40945,125.345955,-33.054366,-11.31,2.38,4.83
HIP 74449,74449,228.206640,-44.500414,-20.49,-22.20,4.83
Xi 1Cen,63724,195.888840,-49.527264,-46.58,-11.24,4.83
Eta Sct,93026,284.265285,-5.846314,60.77,-40.90,4.83
HIP 35210,35210,109.153470,-23.315594,-4.91,3.01,4.83
HIP 34495,34495,107.212785,-39.655657,-10.97,7.01,4.83
HIP 92088,92088,281.518665,26.662130,18.68,24.39,4.83
Eps CrA,93174,284.680815,-37.107357,-132.25,-110.45,4.83
20 Boo,70027,214.938495,16.306948,-140.91,60.31,4.84
47 Tau,19740,63.484935,9.263824,-9.42,-30.60,4.84
60 Sgr,98353,299.738325,-26.195767,34.50,24.74,4.84
HIP 42134,42134,128.832000,-58.009228,53.80,27.30,4.84
96Kap1Cet,15457,49.840395,3.370198,268.88,93.53,4.84
60 And,10340,33.305535,44.231652,-20.58,-15.25,4.84
HIP 37297,37297,114.863925,-38.308021,-21.35,16.03,4.84
Rho Gru,112203,340.874895,-41.414347,10.23,-93.95,4.84
1 Cas,114104,346.653390,59.419760,6.77,-1.97,4.84
Eta Gru,112374,341.407785,-53.500121,30.62,17.34,4.84
58 Leo,53807,165.140205,3.617494,15.66,-16.24,4.84
126 Tau,26777,85.323825,16.534148,5.42,-14.54,4.84
8Del Tri,10644,34.262865,34.224231,1151.61,-246.32,4.84
2Xi Vir,57328,176.320995,8.258119,59.66,-22.80,4.84
HIP 82020,82020,251.324190,56.781857,26.31,69.96,4.84
18 Dra,81660,250.229670,64.589046,-0.04,-16.18,4.84
29 Her,81008,248.151225,11.488041,-178.38,-79.16,4.84
98Mu Psc,7007,22.546305,6.143820,293.23,-46.36,4.84
HIP 49712,49712,152.234355,-51.811261,-14.60,0.51,4.85
HIP 64408,64408,198.013515,-37.803022,-382.44,47.01,4.85
74 Oph,89918,275.216925,3.377165,1.71,8.45,4.85
HIP 36431,36431,112.464225,-23.024287,-2.65,4.94,4.85
Lam Tel,93148,284.615670,-52.938629,11.53,-8.81,4.85
HIP 14862,14862,47.984355,74.393659,14.46,-86.21,4.85
Eps Cir,74837,229.412040,-63.610465,2.12,8.66,4.85
HIP 15416,15416,49.682610,34.222653,1.29,-8.68,4.85
HIP 87846,87846,269.197605,-44.342246,-3.19,-19.50,4.85
15 Eri,15382,49.592100,-22.511118,12.55,13.07,4.86
HIP 64820,64820,199.304280,-66.783438,-15.27,-6.34,4.86
12 Lyn,32438,101.558925,59.441670,-18.11,-8.67,4.86
HIP 91918,91918,281.080665,-35.641987,1.21,-26.98,4.86
25Nu 2Dra,85829,263.066505,55.172958,143.71,62.46,4.86
58 Oph,86736,265.857495,-21.683194,-97.93,-44.57,4.86
Rho Pav,101773,309.396975,-61.529918,59.15,-71.70,4.86
Zet Pyx,42483,129.926985,-29.561084,-25.41,-91.25,4.86
22Nu Peg,109068,331.419795,5.058530,101.60,101.19,4.86
19Xi CrB,80181,245.524305,30.891996,-97.35,107.68,4.86
42 Her,81497,249.686910,48.928342,-48.10,26.81,4.86
Mu Nor,81122,248.520915,-44.045315,0.52,-2.53,4.86
31 Boo,71832,220.411455,8.161764,-10.21,3.25,4.86
HIP 70327,70327,215.844570,8.446617,-75.28,-9.56,4.86
Ainalrami,92761,283.542405,-22.744834,2.95,-5.70,4.86
42Psi Sgr,94643,288.885105,-25.256682,47.56,-31.16,4.86
Eta Scl,2210,6.982080,-33.007167,-20.48,-50.39,4.86
HIP 51808,51808,158.773170,75.712948,-45.58,-14.96,4.86
HIP 52736,52736,161.713470,-64.383474,-18.61,9.33,4.87
HIP 51979,51979,159.307215,-27.412634,-112.98,21.52,4.87
HIP 48559,48559,148.551375,-25.932345,-183.95,56.56,4.87
Adhil,6411,20.585055,45.528778,32.21,8.73,4.87
56 Sgr,97290,296.590605,-19.761113,-128.89,-89.81,4.87
HIP 34899,34899,108.305655,-45.182739,-24.84,-88.24,4.87
58Zet Ari,15110,48.725400,21.044441,-29.83,-77.15,4.87
39 Eri,19777,63.598710,-10.256283,-7.61,-162.11,4.87
78Nu Cet,12093,38.968635,5.593246,-28.89,-22.76,4.87
72 Cyg,106551,323.693940,38.534054,116.80,93.30,4.87
9 Hya,42662,130.430565,-15.943384,3.54,-96.82,4.87
Del Pyx,43825,133.881510,-27.681871,83.00,-100.92,4.87
43 Sgr,94820,289.408665,-18.952908,-10.05,-10.64,4.88
Iot Tel,96341,293.804130,-48.099202,-7.04,-37.43,4.88
37 Com,63462,195.068640,30.785021,-21.59,-6.38,4.88
30Rho Vir,61960,190.471065,10.235625,82.62,-89.51,4.88
Eps Sct,91845,280.880220,-8.275215,21.29,11.58,4.88
Eps Cha,58484,179.906940,-78.221839,-41.24,-8.48,4.88
72Rho Cet,11345,36.487515,-12.290480,-11.71,-11.37,4.88
Lam Col,27810,88.278675,-33.801361,-4.52,32.40,4.88
29 CMa,35412,109.668240,-24.558701,-2.84,2.68,4.88
19 Dra,82860,254.006250,65.134796,238.05,50.84,4.88
132 Tau,27468,87.254025,24.567535,12.07,-8.16,4.88
114 Tau,25539,81.908685,21.936965,1.75,-6.96,4.88
HIP 87936,87936,269.449185,-41.716295,-1.71,-15.14,4.88
8Sig Cas,118243,359.752230,55.754928,9.26,-5.09,4.88
27 Psc,118209,359.668245,-3.555983,-56.52,-72.34,4.88
5Tau Cas,117301,356.764260,58.651989,60.70,56.69,4.88
81 Gem,37908,116.531040,18.510043,-75.55,-51.53,4.89
Jishui,37265,114.791400,34.584346,-35.97,-118.03,4.89
24Nu 1Dra,85819,263.043765,55.184243,148.53,54.24,4.89
Eta Aps,69896,214.558155,-81.007760,-19.95,-65.39,4.89
134 Tau,27511,87.387210,12.651324,-21.63,-17.35,4.89
60 Her,83613,256.344540,12.740828,50.63,-11.02,4.89
35 Com,62886,193.323945,21.244943,-42.48,-32.00,4.89
HIP 57851,57851,177.963555,-65.205910,-34.37,-6.55,4.89
HIP 51523,51523,157.841625,-53.715484,-418.76,209.46,4.89
HIP 52009,52009,159.388635,-13.384543,41.74,-37.83,4.89
HIP 22453,22453,72.477690,37.488275,-38.40,38.48,4.89
Alp Mic,102831,312.492000,-33.779722,3.71,-20.19,4.89
15 Cyg,97118,296.069145,37.354355,72.58,35.14,4.89
10 Lac,111841,339.815325,39.050269,-0.29,-5.70,4.89
6 Cet,910,2.816085,-15.467977,-84.20,-269.31,4.89
25Psi1Ori,25302,81.186780,1.846445,0.12,-0.60,4.89
HIP 115990,115990,352.508040,58.548920,18.67,4.22,4.89
HIP 57443,57443,176.630640,-40.500354,-1531.69,403.41,4.89
51 Ori,26885,85.619295,1.474629,-55.34,-14.85,4.90
Zet TrA,80686,247.116330,-70.084401,199.89,110.77,4.90
Zet Ind,102790,312.370635,-46.226826,37.85,27.28,4.90
Acrab B,78821,241.360650,-19.801860,-34.59,-7.47,4.90
HIP 62683,62683,192.671535,-33.999302,-29.11,-14.29,4.90
25Nu Cas,3801,12.208380,50.968168,30.28,-9.82,4.90
16 Lyn,33485,104.404635,45.094094,-21.67,-3.18,4.90
HIP 64583,64583,198.563670,-59.103235,-249.62,-154.60,4.90
12 Vul,97679,297.767115,22.610046,23.35,-16.65,4.90
46 Cet,6670,21.405135,-14.598796,42.54,-17.25,4.90
HIP 78655,78655,240.850800,-38.602541,-17.68,-28.54,4.90
20 Mon,34622,107.557005,-4.237106,0.00,217.85,4.91
63 Aur,34752,107.913825,39.320549,44.17,2.09,4.91
19Del Lib,73473,225.243120,-8.518943,-66.20,-3.40,4.91
Nu Tuc,111310,338.250150,-61.982122,40.82,-20.14,4.91
24Psi Cyg,98055,298.907505,52.438948,-36.62,-31.02,4.91
Phi3Hya,52085,159.645645,-16.876572,-98.57,26.75,4.91
50Rho Peg,113186,343.806960,8.816166,81.88,29.03,4.91
HIP 66257,66257,203.699145,37.182415,84.70,-9.81,4.91
HIP 23362,23362,75.356580,-20.051918,36.68,-15.47,4.91
104 Tau,23835,76.862460,18.645052,536.05,18.51,4.91
70 Aql,101692,309.181800,-2.549957,9.09,-16.05,4.91
HIP 30093,30093,94.998330,-2.944493,-7.31,-1.00,4.91
HIP 81724,81724,250.393260,-17.742167,-21.66,-0.92,4.91
12 Per,12623,40.562160,40.193944,-16.84,-182.29,4.91
21Mu Dra,83608,256.333935,54.470042,-66.00,73.86,4.91
69 Aql,101101,307.412505,-2.885531,71.88,-22.39,4.91
1 Lup,74604,228.655500,-31.519121,-9.72,1.83,4.91
45 Eri,21139,67.969440,-0.044011,-3.76,-8.17,4.91
HIP 61966,61966,190.485765,-59.685819,-24.70,-3.57,4.91
HIP 88726,88726,271.707870,-43.425216,9.49,-104.72,4.92
Del1Tel,90830,277.939305,-45.914814,-3.77,-28.80,4.92
78 Vir,66200,203.533050,3.658967,43.89,-24.03,4.92
31Eps Lib,75379,231.049545,-10.322266,-68.52,-152.65,4.92
HIP 36547,36547,112.768665,82.411466,-3.71,-42.31,4.92
HIP 92689,92689,283.306440,50.708221,4.54,-27.75,4.92
6 Boo,67480,207.428460,21.264105,21.09,17.00,4.92
HIP 34059,34059,105.973440,-49.583920,-53.69,139.00,4.92
HIP 72104,72104,221.246670,-35.191826,10.04,-2.03,4.92
3 Mon,28574,90.460095,-10.597930,-6.88,3.59,4.92
Chi1Hya,54204,166.333005,-27.293612,-190.74,-6.87,4.92
HIP 45439,45439,138.903000,-38.569942,-71.22,-10.06,4.92
46Psi1Aur,30520,96.224595,49.287893,0.82,-2.48,4.92
106 Her,89861,275.074635,21.961297,17.51,-59.29,4.92
30 Vul,102388,311.218785,25.270617,-27.74,-177.60,4.92
17 Lep,28816,91.246365,-16.484435,-5.57,-3.17,4.92
14 Com,60697,186.600270,27.268237,-14.80,-10.40,4.92
56 Cet,9061,29.167485,-22.526785,62.22,-30.19,4.92
31 Com,62763,192.924675,27.540712,-9.50,-8.82,4.93
15Psi Sco,79375,242.999955,-10.064253,-21.92,-27.95,4.93
28 Cyg,99303,302.356740,36.839621,3.15,12.96,4.93
50Ome2Tau,19990,64.315260,20.578591,-40.88,-61.45,4.93
45 Boo,73996,226.825230,24.869195,184.81,-163.51,4.93
78 UMa,63503,195.181875,56.366338,108.36,2.67,4.93
HIP 43937,43937,134.243430,-59.229338,-8.43,8.65,4.93
39Kap Aql,96483,294.222705,-7.027477,1.29,-2.69,4.93
11 Lib,72631,222.754470,-2.299150,87.63,-123.64,4.93
27 Mon,39079,119.933970,-3.679583,-55.17,-1.84,4.93
54 Per,20252,65.102670,34.566725,-24.95,-7.00,4.93
Del Hor,19515,62.710620,-41.993573,199.09,69.10,4.93
HIP 36942,36942,113.915475,-52.533836,23.44,-11.57,4.93
92Chi Aqr,114939,349.212255,-7.726504,-18.66,-15.43,4.93
HIP 69269,69269,212.710350,-16.302030,3.82,-10.87,4.93
29 Cyg,99770,303.633435,36.806302,69.22,68.67,4.93
4Ome Aur,23179,74.814180,37.890245,46.26,-97.81,4.93
7 Com,59847,184.085580,23.945409,-26.85,-5.91,4.93
78 Peg,117073,355.997835,29.361454,71.44,-40.78,4.93
HIP 56986,56986,175.223520,-62.090101,-15.00,1.08,4.93
HIP 47592,47592,145.560165,-23.915569,-399.23,263.18,4.93
HIP 56280,56280,173.068350,-29.261022,-20.32,144.40,4.93
Xi Tel,99120,301.846500,-52.880793,-12.72,6.88,4.93
24 Lyn,37609,115.751820,58.710360,-36.99,-52.11,4.93
HIP 102571,102571,311.794785,34.374123,39.26,8.24,4.93
Felis,48615,148.717545,-19.009360,-46.09,-37.04,4.94
HIP 64540,64540,198.428955,40.152885,-52.19,15.50,4.94
HIP 35727,35727,110.556375,-19.016600,-1.66,-6.43,4.94
45Psi Hya,64166,197.263635,-23.118070,-19.97,-39.90,4.94
15Lam Lyr,93279,285.003435,32.145514,6.13,9.75,4.94
15 Dra,80650,246.996000,68.768137,-24.53,33.82,4.94
HIP 50933,50933,156.032730,65.566423,-8.93,-20.83,4.94
HIP 33357,33357,104.066625,-48.721144,1.57,8.40,4.94
45Ome1Cyg,101138,307.514745,48.951569,10.01,7.64,4.94
HIP 51495,51495,157.758630,-73.221490,-7.45,7.64,4.94
15Tau PsA,109422,332.536395,-32.548407,428.62,13.83,4.94
6 Tri,10280,33.092865,30.303067,-64.59,-61.07,4.94
67Rho Aql,99742,303.569235,15.197609,55.69,57.98,4.94
24 Per,13905,44.765340,35.183128,-46.49,5.81,4.94
HIP 43347,43347,132.448500,-45.307875,-12.39,14.42,4.94
Chi Gem,39424,120.879510,27.794332,-28.53,-35.25,4.94
HIP 98608,98608,300.436395,-59.375893,19.73,-26.89,4.95
84Tau Leo,55945,171.984330,2.856265,17.32,-10.41,4.95
20Pi Cas,3414,10.866990,47.024546,-24.52,-37.16,4.95
19 Psc,117245,356.597985,3.486811,-35.00,-25.00,4.95
8Kap Psc,115738,351.733140,1.255608,85.60,-94.43,4.95
15 Lac,112917,343.008375,43.312417,109.36,21.54,4.95
22 Cyg,98068,298.965675,38.486705,1.46,0.60,4.95
HIP 18505,18505,59.356005,63.072264,7.58,6.01,4.95
34Phi Cas,6242,20.020485,58.231611,-1.31,-2.19,4.95
6 Dra,61384,188.683530,70.021770,-30.40,-1.36,4.95
69 Ori,29434,93.013665,16.130406,5.57,-16.77,4.95
HIP 26736,26736,85.211310,-1.128787,-1.85,-0.68,4.95
48 Lib,78207,239.547375,-14.279358,-12.29,-16.77,4.95
21Eta UMi,79822,244.376865,75.755330,-89.94,257.80,4.95
Kap Nor,79509,243.369720,-54.630467,-5.33,-22.48,4.95
HIP 78650,78650,240.835950,-25.865240,-67.89,-37.57,4.96
HIP 78180,78180,239.447940,54.749762,-150.18,106.47,4.96
Ome For,11918,38.461275,-28.232343,-12.69,-1.40,4.96
53Tau And,7818,25.145055,40.577049,16.67,-23.50,4.96
109 Tau,24822,79.819170,22.096494,19.62,-81.08,4.96
HIP 7918,7918,25.445745,42.613369,791.35,-180.16,4.96
30Xi Aur,27949,88.711605,55.706947,-3.65,17.20,4.96
98 Her,88657,271.507920,22.218879,-13.33,-5.26,4.96
104 Her,89172,272.975655,31.405350,-14.46,25.21,4.96
11 Sgr,89153,272.930550,-23.701235,7.82,-27.75,4.96
4 Cas,115590,351.209385,62.282806,12.24,-13.25,4.96
89 Vir,67494,207.467865,-18.134168,-99.34,-37.71,4.96
32 Per,15648,50.360715,43.329651,-60.43,-0.38,4.96
75 Tau,20877,67.109880,16.359672,8.12,17.79,4.96
HIP 50847,50847,155.742360,-66.901498,-22.84,11.04,4.97
102Ome1Aqr,116758,354.946110,-14.222178,51.80,-55.58,4.97
40 Per,17313,55.594365,33.965026,4.39,-5.21,4.97
52 Hya,70753,217.043460,-29.491638,-24.87,-23.81,4.97
52Phi Tau,20250,65.088405,27.350754,-29.04,-76.97,4.97
Nu Phe,5862,18.795645,-45.531664,664.47,178.12,4.97
83Phi Gem,38538,118.374240,26.765783,-34.02,-31.17,4.97
46Ome Cas,9009,29.000055,68.685242,13.82,-9.73,4.97
42 Lib,76742,235.070400,-23.818078,-15.62,-8.18,4.97
20Psi And,117221,356.508510,46.420276,9.05,-6.25,4.97
72 Peg,116310,353.488260,31.325277,50.22,-18.45,4.97
Gam1Nor,79790,244.253895,-50.068122,-2.24,-3.96,4.97
Xi Col,28010,88.874625,-37.120668,36.65,-24.08,4.97
16 Vir,60172,185.087415,3.312574,-293.82,-62.85,4.97
HIP 83430,83430,255.782790,14.091947,25.96,-63.21,4.97
70 Vir,65721,202.107555,13.778787,-234.81,-576.19,4.97
Iot Ret,18772,60.325455,-61.078822,66.66,94.51,4.97
41The1Ori,26220,83.815920,-5.387315,-0.92,0.13,4.98
43The2Ori,26235,83.845425,-5.416060,1.68,1.50,4.98
53Nu 2Boo,76041,232.945770,40.899332,-13.73,-14.92,4.98
59 Leo,53824,165.186675,6.101449,-51.03,-22.24,4.98
Alya B,92951,284.061015,4.202132,52.42,31.17,4.98
26 Aql,95066,290.137095,-5.415766,113.42,44.83,4.98
HIP 98073,98073,298.980765,58.845969,-9.00,-20.86,4.98
HIP 37379,37379,115.096710,-15.263920,-2.27,-28.04,4.98
39 Dra,90156,275.977605,58.800736,-37.64,62.08,4.98
14 Ari,10053,32.355540,25.939892,77.50,-33.10,4.98
HIP 7999,7999,25.681290,-3.690200,-11.67,-34.38,4.98
9 Aur,23783,76.669335,51.597720,-29.31,-173.95,4.98
HIP 57696,57696,177.485925,-70.225790,-7.61,-1.96,4.98
14Iot CrB,78493,240.360705,29.851061,-38.20,-6.90,4.98
Bet Hor,13884,44.699085,-64.071284,22.96,5.39,4.98
6 Hya,42509,130.006140,-12.475372,-79.88,0.93,4.98
16 Com,60746,186.747075,26.825699,-11.58,-9.23,4.98
23 Ori,25142,80.708340,3.544452,-2.00,1.80,4.99
18Ome Hya,44659,136.493190,5.092316,-18.97,-11.01,4.99
20 Pup,40259,123.333195,-15.788221,-11.52,-2.85,4.99
HIP 78323,78323,239.876145,-41.744436,-37.76,-16.51,4.99
95Psi3Aqr,115115,349.740315,-9.610750,43.47,-7.80,4.99
56 UMa,55560,170.706630,43.482703,-36.87,-13.85,4.99
Ups PsA,109289,332.108055,-34.043841,5.98,-49.37,4.99
36 Dra,89348,273.473175,64.397287,351.62,36.05,4.99
HIP 59856,59856,184.125600,33.061527,-54.87,-111.87,4.99
HIP 98842,98842,301.081620,-32.056296,43.01,-10.78,4.99
HIP 18488,18488,59.284545,61.108883,-3.40,-14.06,4.99
2 Cyg,95372,291.031575,29.621338,10.57,10.85,4.99
Nu 1Lup,75206,230.534625,-47.927792,-141.44,-132.58,4.99
2Eps CMi,36041,111.412065,9.276097,-2.95,-8.65,4.99
HIP 66821,66821,205.436625,-54.559425,-43.65,-24.58,4.99
3 Cet,355,1.125495,-10.509523,-6.49,-11.88,4.99
HIP 113288,113288,344.108325,49.733544,0.05,-2.87,4.99
HIP 69389,69389,213.065850,2.409433,-44.67,-26.10,4.99
2Eta CrB,75312,230.801250,30.287812,125.77,-176.48,4.99
4 Per,9505,30.575385,54.487541,33.79,-3.40,4.99
Del For,17304,55.562085,-31.938361,5.16,14.23,4.99
HIP 16147,16147,52.012755,49.062866,21.94,-26.83,4.99
HIP 21644,21644,69.723150,-12.123121,-65.10,-17.68,4.99
19 Mon,33971,105.728235,-4.239231,-4.73,2.81,4.99
58Psi7Aur,32844,102.691455,41.781230,-23.94,-138.02,4.99
HIP 32855,32855,102.718140,-34.367318,4.52,0.85,4.99
5Xi Leo,46771,142.986420,11.299827,-89.92,-84.00,4.99
HIP 45085,45085,137.768340,-44.867902,-4.42,4.32,4.99
15The UMi,76008,232.854285,77.349352,-46.89,5.31,5.00
18Mu CMa,33345,104.027685,-14.043430,-1.70,6.89,5.00
HIP 35384,35384,109.633245,49.464756,-1.36,3.91,5.00
9 Vul,96275,293.645400,19.773403,13.41,2.22,5.00
17 Cyg,97295,296.606655,33.727598,23.05,-448.66,5.00
54 Dra,94490,288.479805,57.705102,-17.10,-63.15,5.00
Eta Tuc,118121,359.395905,-64.298231,78.86,-61.10,5.00
35Nu 2Sgr,92845,283.779735,-22.671328,110.34,-30.79,5.00
